Time (s),Voltage (V)
203.61,-86.64
203.81,-86.64
204.01,-86.64
204.21,-86.64
204.41,-86.37
204.61,-86.37
204.82,-86.37
205.02,-86.64
205.22,-86.64
205.42,-86.37
205.62,-86.09
205.82,-86.09
206.02,-86.37
206.22,-86.09
206.42,-85.81
206.62,-86.09
206.83,-86.64
207.03,-86.09
207.23,-86.09
207.43,-86.09
207.63,-85.81
207.83,-86.09
208.03,-85.53
208.23,-85.81
208.43,-86.09
208.63,-85.53
208.84,-85.81
209.04,-85.81
209.24,-85.81
209.44,-86.09
209.64,-85.81
209.84,-86.09
210.04,-85.81
210.24,-85.81
210.44,-85.53
210.64,-85.53
210.85,-85.53
211.05,-85.53
211.25,-85.81
211.45,-85.53
211.65,-85.53
211.85,-85.25
212.05,-85.53
212.25,-85.53
212.45,-85.25
212.65,-85.53
212.86,-85.25
213.06,-85.25
213.26,-85.25
213.46,-85.25
213.66,-84.97
213.86,-85.25
214.06,-84.69
214.26,-85.53
214.46,-84.97
214.66,-84.97
214.87,-85.25
215.07,-84.69
215.27,-84.97
215.47,-84.97
215.67,-84.97
215.87,-85.53
216.07,-84.69
216.27,-85.25
216.47,-84.97
216.67,-84.69
216.88,-84.97
217.08,-84.97
217.28,-84.97
217.48,-85.25
217.68,-84.97
217.88,-84.69
218.08,-84.41
218.28,-84.69
218.48,-84.41
218.68,-84.41
218.89,-84.69
219.09,-84.41
219.29,-84.41
219.49,-84.69
219.69,-84.69
219.89,-84.69
220.09,-84.13
220.29,-84.13
220.49,-84.13
220.69,-84.69
220.9,-84.13
221.1,-83.86
221.3,-84.41
221.5,-84.13
221.7,-84.13
221.9,-83.86
222.1,-83.86
222.3,-83.86
222.5,-83.58
222.7,-84.41
222.91,-83.86
223.11,-83.86
223.31,-83.86
223.51,-84.13
223.71,-83.86
223.91,-84.13
224.11,-83.86
224.31,-83.86
224.51,-83.58
224.71,-83.86
224.91,-83.58
225.12,-83.58
225.32,-83.58
225.52,-83.86
225.72,-83.58
225.92,-84.13
226.12,-83.58
226.32,-83.58
226.52,-83.86
226.72,-83.58
226.93,-83.3
227.13,-83.58
227.33,-83.3
227.53,-82.74
227.73,-83.02
227.93,-83.02
228.13,-83.58
228.33,-83.3
228.53,-83.02
228.73,-83.3
228.94,-83.3
229.14,-83.58
229.34,-83.02
229.54,-83.3
229.74,-83.02
229.94,-83.02
230.14,-83.02
230.34,-83.02
230.54,-83.02
230.75,-83.02
230.95,-82.74
231.15,-82.74
231.35,-82.74
231.55,-83.02
231.75,-82.46
231.95,-83.02
232.15,-82.74
232.35,-83.02
232.55,-82.74
232.76,-83.02
232.96,-82.74
233.16,-82.46
233.36,-82.74
233.56,-82.46
233.76,-82.74
233.96,-82.46
234.16,-82.74
234.36,-82.18
234.56,-82.74
234.77,-82.46
234.97,-82.18
235.17,-82.46
235.37,-82.46
235.57,-82.74
235.77,-82.46
235.97,-82.46
236.17,-82.46
236.37,-82.18
236.57,-82.46
236.77,-82.46
236.98,-82.18
237.18,-82.18
237.38,-82.18
237.58,-82.18
237.78,-82.18
237.98,-82.18
238.18,-81.9
238.38,-82.18
238.58,-82.18
238.79,-81.9
238.99,-81.9
239.19,-82.18
239.39,-81.9
239.59,-81.9
239.79,-82.18
239.99,-82.46
240.19,-81.9
