Time (s),Voltage (V)
30.79,-157.25
30.89,-157.25
30.99,-156.7
31.09,-156.42
31.19,-156.7
31.29,-156.14
31.39,-156.14
31.5,-155.31
31.6,-155.31
31.7,-155.03
31.8,-154.75
31.9,-154.47
32,-154.47
32.1,-154.19
32.2,-153.91
32.31,-153.63
32.41,-153.91
32.51,-153.63
32.61,-153.63
32.71,-153.08
32.81,-153.08
32.91,-153.08
33.01,-152.52
33.11,-152.52
33.21,-152.52
33.31,-152.24
33.42,-151.96
33.52,-151.41
33.62,-151.69
33.72,-151.69
33.82,-151.41
33.92,-151.13
34.02,-150.85
34.12,-150.85
34.22,-150.57
34.33,-150.57
34.43,-150.29
34.53,-150.29
34.63,-150.02
34.73,-149.46
34.83,-150.02
34.93,-149.74
35.03,-149.74
35.13,-149.18
35.23,-149.18
35.34,-148.9
35.44,-148.62
35.54,-148.62
35.64,-148.62
35.74,-148.35
35.84,-148.35
35.94,-148.07
36.04,-147.79
36.14,-148.35
36.24,-148.07
36.35,-147.79
36.45,-147.79
36.55,-147.79
36.65,-147.51
36.75,-147.51
36.85,-146.95
36.95,-146.95
37.05,-146.68
37.15,-146.68
37.26,-146.68
37.36,-146.68
37.46,-146.12
37.56,-146.12
37.66,-146.4
37.76,-146.4
37.86,-145.84
37.96,-145.84
38.06,-146.12
38.16,-145.56
38.26,-145.28
38.37,-145.84
38.47,-145.28
38.57,-145.28
38.67,-144.73
38.77,-144.73
38.87,-145
38.97,-144.73
39.07,-144.17
39.17,-144.73
39.28,-144.45
39.38,-144.45
39.48,-143.89
39.58,-143.89
39.68,-143.89
39.78,-143.89
39.88,-144.17
39.98,-143.61
40.08,-143.33
40.18,-143.61
40.29,-143.06
40.39,-143.33
40.49,-143.06
40.59,-143.33
40.69,-143.06
40.79,-142.78
40.89,-142.78
40.99,-142.78
41.09,-142.78
41.19,-142.78
41.29,-142.22
41.4,-142.22
41.5,-141.94
41.6,-142.22
41.7,-141.94
41.8,-141.94
41.9,-141.66
42,-141.66
42.1,-141.39
42.2,-141.11
42.31,-141.66
42.41,-141.11
42.51,-141.39
42.61,-140.83
42.71,-141.11
42.81,-141.11
42.91,-141.39
43.01,-141.11
43.11,-140.83
43.21,-140.83
43.31,-140.83
43.42,-140.83
43.52,-140.27
43.62,-140.55
43.72,-140.55
43.82,-140.27
43.92,-140.27
44.02,-139.44
44.12,-139.44
44.22,-139.99
44.33,-139.72
44.43,-139.44
44.53,-139.44
44.63,-139.72
44.73,-139.16
44.83,-139.44
44.93,-139.44
45.03,-139.44
45.13,-139.44
45.24,-138.88
45.34,-139.16
45.44,-139.16
45.54,-139.16
45.64,-139.44
45.74,-138.88
45.84,-138.88
45.94,-138.32
46.04,-138.6
46.14,-138.6
46.24,-138.32
46.35,-138.32
46.45,-138.05
46.55,-138.05
46.65,-138.32
46.75,-138.05
46.85,-137.77
46.95,-138.05
47.05,-137.77
47.15,-137.77
47.26,-137.49
47.36,-137.77
47.46,-137.21
47.56,-137.21
47.66,-136.93
47.76,-137.49
47.86,-136.93
47.96,-136.93
48.06,-136.93
48.16,-136.93
48.27,-136.93
48.37,-136.93
48.47,-137.21
48.57,-136.65
48.67,-136.93
48.77,-136.38
48.87,-136.65
48.97,-136.38
49.07,-136.1
49.17,-136.1
49.28,-135.82
49.38,-136.1
49.48,-136.1
49.58,-135.54
49.68,-135.82
49.78,-136.1
49.88,-135.82
49.98,-135.26
50.08,-135.54
50.18,-135.82
50.29,-135.82
50.39,-135.82
50.49,-135.26
50.59,-135.54
50.69,-135.26
50.79,-134.98
50.89,-134.7
50.99,-134.7
51.09,-134.7
51.19,-134.98
51.29,-134.7
51.4,-134.7
51.5,-134.7
51.6,-134.7
51.7,-134.98
51.8,-134.43
51.9,-134.43
52,-134.15
52.1,-134.43
52.2,-134.15
52.31,-134.7
52.41,-134.15
52.51,-134.15
52.61,-133.59
52.71,-134.15
52.81,-133.31
52.91,-133.87
53.01,-133.31
53.11,-133.59
53.22,-133.87
53.31,-133.59
53.42,-133.31
53.52,-133.59
53.62,-133.59
53.72,-133.31
53.82,-133.59
53.92,-133.03
54.02,-133.31
54.12,-133.03
54.22,-133.03
54.33,-132.76
54.43,-133.03
54.53,-132.76
54.63,-132.76
54.73,-132.76
54.83,-132.48
54.93,-132.48
55.03,-132.76
55.13,-132.2
55.24,-132.48
55.34,-132.48
55.44,-132.48
55.54,-132.2
55.64,-132.2
55.74,-132.48
55.84,-131.92
55.94,-132.2
56.04,-132.2
56.14,-131.64
56.25,-131.92
56.35,-131.92
56.45,-131.64
56.55,-131.36
56.65,-131.64
56.75,-131.36
56.85,-131.36
56.95,-131.64
57.05,-131.64
57.15,-131.92
57.26,-131.36
57.36,-131.09
57.46,-131.09
57.56,-131.09
57.66,-131.09
57.76,-130.53
57.86,-130.81
57.96,-130.53
58.06,-130.53
58.16,-130.81
58.27,-130.81
58.37,-130.25
58.47,-130.25
58.57,-130.53
58.67,-130.81
58.77,-130.53
58.87,-129.97
58.97,-129.97
59.07,-130.53
59.17,-130.25
59.28,-130.25
59.38,-130.25
59.48,-129.97
59.58,-129.97
59.68,-129.97
59.78,-129.97
59.88,-129.42
59.98,-129.42
60.08,-129.69
60.18,-129.14
60.29,-129.69
60.39,-129.42
60.49,-129.42
60.59,-129.42
60.69,-129.42
60.79,-129.69
60.89,-129.69
60.99,-129.42
61.09,-129.42
61.2,-129.42
61.29,-128.86
61.4,-129.14
61.5,-128.58
61.6,-128.86
61.7,-128.86
61.8,-128.58
61.9,-128.86
62,-129.14
62.1,-128.58
62.2,-128.86
62.31,-129.14
62.41,-128.58
62.51,-128.02
62.61,-128.58
62.71,-128.58
62.81,-128.3
62.91,-128.3
63.01,-128.58
63.11,-128.02
63.22,-127.75
63.31,-127.75
63.42,-128.3
63.52,-128.02
63.62,-128.02
63.72,-127.75
63.82,-127.47
63.92,-127.75
64.02,-128.02
64.12,-127.47
64.22,-127.75
64.33,-128.3
64.43,-127.75
64.53,-127.19
64.63,-127.47
64.73,-127.47
64.83,-127.47
64.93,-127.19
65.03,-127.47
65.13,-127.47
65.23,-127.19
65.34,-126.63
65.44,-127.19
65.54,-127.19
65.64,-126.63
65.74,-126.63
65.84,-126.63
65.94,-126.91
66.04,-126.91
66.14,-126.63
66.25,-126.63
66.35,-126.91
66.45,-126.35
66.55,-126.63
66.65,-126.63
66.75,-126.35
66.85,-126.35
66.95,-126.35
67.05,-126.63
67.15,-126.35
67.26,-126.07
67.36,-126.35
67.46,-126.63
67.56,-126.35
67.66,-126.07
67.76,-126.07
67.86,-126.35
67.96,-126.07
68.06,-125.8
68.16,-125.8
68.26,-125.8
68.37,-125.8
68.47,-125.8
68.57,-125.24
68.67,-125.52
68.77,-125.24
68.87,-125.52
68.97,-124.96
69.07,-124.96
69.18,-125.8
69.27,-125.52
69.38,-125.24
69.48,-125.24
69.58,-125.52
69.68,-125.24
69.78,-125.24
69.88,-125.24
69.98,-124.96
70.08,-124.96
70.18,-124.68
70.29,-124.96
70.39,-124.96
70.49,-124.96
70.59,-124.68
70.69,-124.96
70.79,-124.4
70.89,-124.96
70.99,-124.4
71.09,-124.13
71.19,-124.13
71.3,-124.68
71.4,-124.4
71.5,-124.68
71.6,-124.4
71.7,-124.4
71.8,-124.13
71.9,-123.85
72,-124.13
72.1,-123.57
72.2,-123.85
72.31,-123.85
72.41,-124.13
72.51,-123.85
72.61,-124.13
72.71,-123.85
72.81,-123.57
72.91,-123.57
73.01,-123.57
73.11,-123.85
73.22,-123.57
73.32,-123.85
73.42,-123.57
73.52,-123.29
73.62,-123.57
73.72,-123.57
73.82,-123.01
73.92,-123.57
74.02,-123.57
74.12,-123.29
74.22,-123.29
74.33,-123.57
74.43,-123.01
74.53,-123.29
74.63,-123.01
74.73,-123.01
74.83,-123.29
74.93,-123.01
75.03,-122.73
75.13,-122.46
75.24,-122.73
75.34,-122.73
75.44,-122.46
75.54,-123.01
75.64,-122.73
75.74,-122.46
75.84,-122.73
75.94,-122.46
76.04,-122.18
76.14,-122.46
76.25,-122.46
76.35,-122.73
76.45,-122.18
76.55,-122.46
76.65,-121.9
76.75,-122.46
76.85,-122.18
76.95,-121.9
77.05,-122.18
77.15,-121.9
77.25,-121.9
77.36,-121.34
77.46,-122.18
77.56,-121.9
77.66,-122.18
77.76,-121.34
77.86,-121.62
77.96,-122.18
78.06,-121.62
78.16,-121.9
78.27,-121.62
78.37,-121.62
78.47,-121.34
78.57,-121.34
78.67,-121.34
78.77,-121.62
78.87,-121.34
78.97,-121.06
79.07,-121.06
79.18,-121.34
79.28,-121.06
79.38,-121.06
79.48,-121.34
79.58,-121.34
79.68,-121.06
79.78,-121.06
79.88,-120.79
79.98,-121.06
80.08,-120.79
80.18,-120.79
80.29,-120.51
80.39,-121.06
80.49,-120.51
80.59,-120.51
80.69,-120.79
80.79,-120.79
80.89,-120.79
80.99,-120.51
81.09,-120.51
81.2,-120.23
81.3,-120.51
81.4,-120.51
81.5,-120.51
81.6,-120.51
81.7,-120.51
81.8,-120.23
81.9,-120.23
82,-120.23
82.1,-120.23
82.2,-119.95
82.31,-119.67
82.41,-119.95
82.51,-119.95
82.61,-119.67
82.71,-119.95
82.81,-119.95
82.91,-119.39
83.01,-119.95
83.11,-120.23
83.22,-119.67
83.32,-120.23
83.42,-119.39
83.52,-119.39
83.62,-119.67
83.72,-119.39
83.82,-119.67
83.92,-119.39
84.02,-119.39
84.12,-119.67
84.23,-119.12
84.33,-119.39
84.43,-119.39
84.53,-119.12
84.63,-119.39
84.73,-119.12
84.83,-119.39
84.93,-119.39
85.03,-119.12
85.13,-118.84
85.24,-118.84
85.34,-118.84
85.44,-118.56
85.54,-118.84
85.64,-119.39
85.74,-118.56
85.84,-118.84
85.94,-118.84
86.04,-118.84
86.14,-118.56
86.25,-118.56
86.35,-118.84
86.45,-118.56
86.55,-118.56
86.65,-118.56
86.75,-118.28
86.85,-118.28
86.95,-118.28
87.05,-118
87.15,-118.28
87.26,-118.56
87.36,-118
87.46,-118.84
87.56,-118
87.66,-118
87.76,-118
87.86,-118
87.96,-118
88.06,-118
88.16,-118
88.27,-117.72
88.37,-118
88.47,-117.72
88.57,-118
88.67,-117.72
88.77,-117.72
88.87,-118
88.97,-117.45
89.07,-116.89
89.18,-117.72
89.28,-117.45
89.38,-117.17
89.48,-117.45
89.58,-117.45
89.68,-117.72
89.78,-117.72
89.88,-117.45
89.98,-117.45
90.08,-117.45
90.18,-117.17
90.29,-117.45
90.39,-117.72
90.49,-116.89
90.59,-117.72
90.69,-116.89
90.79,-117.17
90.89,-117.17
90.99,-117.17
91.09,-116.89
91.2,-117.45
91.3,-117.17
91.4,-116.89
91.5,-116.89
91.6,-117.17
91.7,-117.17
91.8,-116.61
91.9,-116.61
92,-116.89
92.1,-117.17
92.21,-116.89
92.31,-116.33
92.41,-116.61
92.51,-116.05
92.61,-116.61
92.71,-116.33
92.81,-116.05
92.91,-116.33
93.01,-116.61
93.11,-116.33
93.21,-116.05
93.32,-116.33
93.42,-116.05
93.52,-116.05
93.62,-116.33
93.72,-116.05
93.82,-116.33
93.92,-116.05
94.02,-116.05
94.12,-116.05
94.23,-116.05
94.33,-115.5
94.43,-115.77
94.53,-116.05
94.63,-116.05
94.73,-115.77
94.83,-115.77
94.93,-116.05
95.03,-116.33
95.13,-115.5
95.24,-115.77
95.34,-115.5
95.44,-115.77
95.54,-115.5
95.64,-115.5
95.74,-115.22
95.84,-114.94
95.94,-115.22
96.04,-114.94
96.14,-115.22
96.25,-115.5
96.35,-115.22
96.45,-115.22
96.55,-115.5
96.65,-115.22
96.75,-115.22
96.85,-115.22
96.95,-115.22
97.05,-115.22
97.16,-115.5
97.26,-115.22
97.36,-115.22
97.46,-115.22
97.56,-114.94
97.66,-114.66
97.76,-114.66
97.86,-114.66
97.96,-114.94
98.06,-114.38
98.16,-114.66
98.27,-114.66
98.37,-114.66
98.47,-114.66
98.57,-114.66
98.67,-114.66
98.77,-114.66
98.87,-114.38
98.97,-114.66
99.07,-114.66
99.18,-114.38
99.28,-114.38
99.38,-114.66
99.48,-114.38
99.58,-114.38
99.68,-114.66
99.78,-114.38
99.88,-114.1
99.98,-114.1
100.08,-114.38
100.19,-114.1
100.29,-114.1
100.39,-114.1
100.49,-114.1
100.59,-113.83
100.69,-114.1
100.79,-114.1
100.89,-113.83
101,-114.1
101.09,-113.83
101.2,-113.83
101.3,-113.55
101.4,-113.83
101.5,-113.55
101.6,-113.55
101.7,-114.38
101.8,-113.83
101.9,-113.83
102,-113.55
102.11,-113.55
102.21,-113.55
102.31,-113.27
102.41,-113.27
102.51,-113.27
102.61,-113.27
102.71,-113.27
102.81,-112.99
102.91,-113.55
103.01,-113.55
103.12,-113.27
103.22,-113.27
103.32,-112.99
103.42,-112.99
103.52,-113.27
103.62,-113.27
103.72,-112.99
103.82,-113.27
103.93,-112.99
104.03,-112.99
104.13,-112.99
104.23,-113.27
104.33,-112.71
104.43,-112.71
104.53,-112.71
104.63,-112.99
104.73,-112.99
104.83,-112.71
104.94,-112.99
105.04,-112.71
105.14,-112.43
105.24,-112.71
105.34,-112.71
105.44,-112.43
105.54,-112.99
105.64,-112.43
105.74,-112.43
105.84,-112.16
105.95,-112.43
106.05,-112.16
106.15,-112.16
106.25,-112.43
106.35,-112.16
106.45,-112.43
106.55,-112.16
106.65,-111.88
106.75,-112.16
106.86,-112.16
106.96,-112.16
107.06,-111.88
107.16,-111.6
107.26,-112.43
107.36,-111.6
107.46,-111.88
107.56,-111.88
107.66,-111.88
107.76,-111.88
107.87,-111.6
107.97,-111.88
108.07,-111.88
108.17,-112.16
108.27,-111.6
108.37,-111.6
108.47,-111.88
108.57,-112.16
108.68,-111.88
108.78,-111.6
108.88,-111.6
108.98,-111.6
109.08,-111.32
109.18,-111.32
109.28,-111.6
109.38,-111.6
109.48,-111.32
109.58,-111.32
109.68,-111.6
109.79,-111.32
109.89,-110.76
109.99,-111.6
110.09,-111.6
110.19,-111.04
110.29,-111.04
110.39,-111.04
110.49,-111.04
110.59,-111.32
110.7,-110.76
110.8,-111.32
110.9,-110.76
111,-111.04
111.1,-111.04
111.2,-111.04
111.3,-110.76
111.4,-111.6
111.5,-111.04
111.61,-110.76
111.71,-110.49
111.81,-110.76
111.91,-110.49
112.01,-110.76
112.11,-110.76
112.21,-110.76
112.31,-110.49
112.41,-110.76
112.51,-110.49
112.62,-110.49
112.72,-110.76
112.82,-110.76
112.92,-110.49
113.02,-110.76
113.12,-110.49
113.22,-110.49
113.32,-110.21
113.42,-110.49
113.52,-110.49
113.63,-110.21
113.73,-110.21
113.83,-110.21
113.93,-110.21
114.03,-110.49
114.13,-109.93
114.23,-109.93
114.33,-110.21
114.43,-110.21
114.54,-109.93
114.64,-109.93
114.74,-110.21
114.84,-109.93
114.94,-109.65
115.04,-109.65
115.14,-110.21
115.24,-109.93
115.34,-109.65
115.44,-109.93
115.55,-109.65
115.65,-109.65
115.75,-109.65
115.85,-109.37
115.95,-110.21
116.05,-109.93
116.15,-109.37
116.25,-109.37
116.36,-109.37
116.46,-109.37
116.56,-109.65
116.66,-109.37
116.76,-109.09
116.86,-109.37
116.96,-109.37
117.06,-109.37
117.16,-109.09
117.26,-109.65
117.36,-109.09
117.47,-109.09
117.57,-109.65
117.67,-109.37
117.77,-109.37
117.87,-109.09
117.97,-109.09
118.07,-109.09
118.17,-108.82
118.28,-108.82
118.38,-108.82
118.48,-109.37
118.58,-108.82
118.68,-108.54
118.78,-108.54
118.88,-108.82
118.98,-109.09
119.08,-108.54
119.18,-108.82
119.29,-108.82
119.39,-108.54
119.49,-108.54
119.59,-108.54
119.69,-108.54
119.79,-108.54
119.89,-108.54
119.99,-108.54
120.09,-108.54
120.2,-108.54
120.3,-108.26
120.4,-108.54
120.5,-108.26
120.6,-108.54
120.7,-108.26
120.8,-108.26
120.9,-107.98
121,-108.54
121.11,-108.26
121.21,-108.54
121.31,-108.54
121.41,-108.26
121.51,-108.54
121.61,-108.54
121.71,-107.98
121.81,-108.54
121.91,-108.26
122.01,-107.42
122.12,-108.26
122.22,-107.98
122.32,-108.26
122.42,-107.98
122.52,-107.98
122.62,-107.98
122.72,-107.98
122.82,-108.26
122.92,-107.7
123.02,-107.98
123.13,-108.54
123.23,-107.7
123.33,-107.98
123.43,-107.98
123.53,-107.98
123.63,-107.7
123.73,-107.42
123.83,-107.7
123.93,-107.42
124.04,-107.7
124.14,-107.7
124.24,-107.7
124.34,-107.42
124.44,-107.42
124.54,-107.42
124.64,-107.7
124.74,-107.7
124.84,-107.7
124.94,-107.42
125.05,-107.7
125.15,-107.42
125.25,-107.14
125.35,-107.14
125.45,-107.42
125.55,-107.14
125.65,-107.14
125.75,-107.14
125.85,-107.14
125.96,-106.87
126.06,-106.87
126.16,-107.14
126.26,-107.14
126.36,-107.14
126.46,-106.87
126.56,-106.87
126.66,-106.87
126.76,-106.87
126.86,-106.87
126.97,-106.87
127.07,-106.87
127.17,-106.59
127.27,-107.14
127.37,-106.87
127.47,-107.14
127.57,-106.59
127.67,-106.59
127.77,-106.59
127.88,-106.87
127.98,-106.59
128.08,-106.59
128.18,-106.87
128.28,-106.31
128.38,-106.31
128.48,-106.59
128.58,-107.14
128.69,-106.31
128.79,-106.59
128.89,-106.59
128.99,-106.59
129.09,-106.59
129.19,-106.31
129.29,-106.59
129.39,-106.59
129.49,-106.31
129.59,-106.03
129.7,-106.03
129.8,-106.31
129.9,-106.31
130,-106.31
130.1,-106.03
130.2,-106.03
130.3,-105.75
130.4,-105.75
130.5,-106.03
130.61,-105.75
130.71,-106.03
130.81,-106.03
130.91,-106.03
131.01,-106.03
131.11,-105.75
131.21,-105.75
131.31,-106.03
131.41,-105.75
131.51,-105.75
131.62,-105.75
131.72,-105.75
131.82,-105.47
131.92,-105.75
132.02,-105.75
132.12,-105.47
132.22,-105.47
132.32,-106.03
132.42,-105.75
132.52,-105.75
132.63,-105.75
132.73,-105.47
132.83,-105.2
132.93,-105.47
133.03,-105.2
133.13,-105.47
133.23,-105.2
133.33,-105.2
133.43,-105.2
133.54,-105.2
133.64,-105.2
133.74,-105.2
133.84,-104.92
133.94,-105.2
134.04,-105.47
134.14,-105.2
134.24,-105.2
134.34,-105.2
134.45,-105.2
134.55,-105.2
134.65,-105.2
134.75,-105.2
134.85,-105.2
134.95,-104.92
135.05,-105.2
135.15,-104.92
135.25,-104.92
135.35,-104.92
135.46,-104.92
135.56,-104.92
135.66,-104.92
135.76,-104.64
135.86,-104.92
135.96,-104.92
136.06,-104.64
136.16,-104.64
136.26,-104.92
136.37,-104.64
136.47,-104.92
136.57,-104.36
136.67,-104.92
136.77,-104.92
136.87,-104.36
136.97,-104.36
137.07,-104.36
137.17,-104.36
137.27,-104.64
137.38,-104.36
137.48,-104.36
137.58,-104.36
137.68,-104.64
137.78,-104.64
137.88,-104.08
137.98,-104.36
138.08,-104.64
138.18,-104.08
138.29,-104.36
138.39,-104.08
138.49,-104.36
138.59,-104.08
138.69,-104.08
138.79,-104.64
138.89,-104.08
138.99,-103.8
139.09,-103.8
139.19,-104.08
139.3,-103.8
139.4,-103.8
139.5,-103.8
139.6,-103.8
139.7,-104.08
139.8,-103.8
139.9,-103.8
140,-103.8
140.1,-103.8
140.21,-104.08
140.31,-103.8
140.41,-103.53
140.51,-103.8
140.61,-103.8
140.71,-103.8
140.81,-103.8
140.91,-103.53
141.01,-103.8
141.11,-103.53
141.22,-103.53
141.32,-103.53
141.42,-103.53
141.52,-103.53
141.62,-103.53
141.72,-103.25
141.82,-103.53
141.92,-103.25
142.02,-103.25
142.13,-102.97
142.23,-103.25
142.33,-103.25
142.43,-103.25
142.53,-103.53
142.63,-103.25
142.73,-103.25
142.83,-102.97
142.93,-103.25
143.03,-102.97
143.13,-103.25
143.24,-102.97
143.34,-102.97
143.44,-102.97
143.54,-102.97
143.64,-102.69
143.74,-102.69
143.84,-102.97
143.94,-102.97
144.05,-102.97
144.15,-102.69
144.25,-103.25
144.35,-102.69
144.45,-103.25
144.55,-102.69
144.65,-102.97
144.75,-102.97
144.85,-102.69
144.96,-103.25
145.05,-102.69
145.16,-103.25
145.26,-102.97
145.36,-102.41
145.46,-102.41
145.56,-102.97
145.66,-102.69
145.76,-102.69
145.86,-102.69
145.97,-102.97
146.07,-102.69
146.17,-102.41
146.27,-102.69
146.37,-102.69
146.47,-102.13
146.57,-102.41
146.67,-102.41
146.77,-102.41
146.88,-101.86
146.98,-102.41
147.08,-102.13
147.18,-102.41
147.28,-101.86
147.38,-102.41
147.48,-102.13
147.58,-102.13
147.68,-102.41
147.78,-102.13
147.89,-102.41
147.99,-102.41
148.09,-102.69
148.19,-102.41
148.29,-102.41
148.39,-101.86
148.49,-101.86
148.59,-101.58
148.69,-102.13
148.8,-101.86
148.9,-101.86
149,-102.13
149.1,-102.41
149.2,-101.86
149.3,-101.86
149.4,-101.86
149.5,-102.13
149.6,-102.13
149.7,-101.58
149.81,-102.13
149.91,-101.58
150.01,-101.86
150.11,-101.86
150.21,-101.86
150.31,-101.58
150.41,-101.3
150.51,-101.58
150.61,-101.3
150.72,-101.3
150.82,-101.58
150.92,-101.3
151.02,-101.58
151.12,-101.3
151.22,-101.58
151.32,-101.58
151.42,-101.58
151.52,-101.58
151.62,-101.02
151.73,-101.58
151.83,-101.3
151.93,-101.3
152.03,-101.02
152.13,-101.3
152.23,-101.3
152.33,-101.3
152.43,-101.58
152.53,-101.3
152.63,-101.3
152.74,-101.58
152.84,-101.02
152.94,-101.3
153.04,-101.02
153.14,-101.02
153.24,-101.02
153.34,-101.02
153.44,-101.3
153.54,-101.02
153.65,-100.74
153.75,-101.02
153.85,-101.3
153.95,-101.02
154.05,-100.74
154.15,-101.02
154.25,-101.02
154.35,-100.74
154.45,-101.02
154.55,-101.02
154.66,-101.02
154.76,-100.74
154.86,-100.74
154.96,-101.02
155.06,-100.74
155.16,-100.46
155.26,-100.46
155.36,-100.46
155.46,-100.74
155.57,-100.74
155.67,-100.46
155.77,-101.02
155.87,-101.02
155.97,-100.74
156.07,-100.74
156.17,-100.46
156.27,-100.74
156.37,-100.74
156.48,-100.19
156.58,-100.46
156.68,-100.74
156.78,-100.19
156.88,-100.46
156.98,-100.19
157.08,-100.19
157.18,-100.46
157.28,-100.46
157.38,-100.19
