Time (s),Voltage (V)
35.03,-23.91
35.13,-23.63
35.23,-23.91
35.33,-23.91
35.43,-23.91
35.64,-23.91
35.74,-23.91
35.84,-23.91
35.94,-23.63
36.04,-23.63
36.14,-23.91
36.24,-23.91
36.34,-23.63
36.44,-23.91
36.54,-24.47
36.65,-23.91
36.75,-23.91
36.95,-23.63
37.05,-23.91
37.15,-24.19
37.25,-23.91
37.35,-23.63
37.45,-23.91
37.55,-23.91
37.65,-24.19
37.76,-23.35
37.86,-23.91
37.96,-24.19
38.06,-23.91
38.26,-23.63
38.36,-23.63
38.46,-23.63
38.56,-23.91
38.67,-23.91
38.77,-23.63
38.87,-24.19
38.97,-24.19
39.07,-23.91
39.17,-23.91
39.27,-23.91
39.37,-23.63
39.47,-23.63
39.67,-23.91
39.78,-23.91
39.88,-23.91
39.98,-24.19
40.08,-23.91
40.18,-23.63
40.28,-24.19
40.38,-23.91
40.48,-23.91
40.58,-23.91
40.68,-23.91
40.78,-23.63
40.99,-23.91
41.09,-23.91
41.19,-23.91
41.29,-23.63
41.39,-24.19
41.49,-23.35
41.59,-23.63
41.69,-24.19
41.79,-24.19
41.9,-23.91
42.0,-23.91
42.2,-24.19
42.3,-23.91
42.4,-23.63
42.5,-23.63
42.6,-23.91
42.7,-24.19
42.8,-23.63
42.9,-24.19
43.01,-23.91
43.11,-24.19
43.21,-24.19
43.31,-23.91
43.51,-23.91
43.61,-23.91
43.71,-23.91
43.81,-24.19
43.92,-23.63
44.02,-23.35
44.12,-24.19
44.22,-23.63
44.32,-23.91
44.42,-23.91
44.52,-100.19
44.62,-79.31
44.82,-287.82
44.92,-287.82
45.03,-287.82
45.13,-287.82
45.23,-287.82
45.33,-287.82
45.43,-287.82
45.53,-287.82
45.63,-287.82
45.73,-287.82
45.83,-287.82
45.94,-287.82
46.14,-287.82
46.24,-287.82
46.34,-287.82
46.44,-287.82
46.54,-287.82
46.64,-287.82
46.74,-287.82
46.84,-287.82
46.95,-287.82
47.05,-287.82
47.15,-287.82
47.25,-287.54
47.35,-287.82
47.55,-287.82
47.65,-287.82
47.75,-287.82
47.85,-287.82
47.96,-287.82
48.06,-287.54
48.16,-287.82
48.26,-287.82
48.36,-287.82
48.46,-287.82
48.56,-287.82
48.66,-287.82
48.86,-287.82
48.97,-287.82
49.07,-287.82
49.17,-287.82
49.27,-287.82
49.37,-287.82
49.47,-287.82
49.57,-287.82
49.67,-287.82
49.77,-287.82
49.87,-287.82
49.98,-287.82
50.18,-287.82
50.28,-287.82
50.38,-287.82
50.48,-287.82
50.58,-287.82
50.68,-287.82
50.78,-287.82
50.88,-287.82
50.99,-287.82
51.09,-287.82
51.19,-287.82
51.29,-287.82
51.39,-287.82
51.59,-287.82
51.69,-287.82
51.79,-287.82
51.9,-287.82
52.0,-287.54
52.1,-287.82
52.2,-287.82
52.3,-287.82
52.4,-287.82
52.5,-287.82
52.6,-287.82
52.7,-287.82
52.9,-287.82
53.01,-287.82
53.11,-287.82
53.21,-287.82
53.31,-287.82
53.41,-287.82
53.51,-287.82
53.61,-287.82
53.71,-287.82
53.81,-287.82
53.92,-287.82
54.02,-287.82
54.22,-287.82
54.32,-287.82
54.42,-287.82
54.52,-287.82
54.62,-287.82
54.72,-287.82
54.82,-287.82
54.93,-287.82
55.03,-287.82
55.13,-287.82
55.23,-287.82
55.33,-287.82
55.53,-287.82
55.63,-287.82
55.73,-287.82
55.83,-287.82
55.94,-287.82
56.04,-287.82
56.14,-287.82
56.24,-287.82
56.34,-287.82
56.44,-287.82
56.54,-287.82
56.74,-287.82
56.85,-287.82
56.95,-287.82
57.05,-287.82
57.15,-287.82
57.25,-287.82
57.35,-287.82
57.45,-287.82
57.55,-287.82
57.65,-287.82
57.75,-287.82
57.86,-287.82
58.06,-287.82
58.16,-287.82
58.26,-287.82
58.36,-287.82
58.46,-287.54
58.56,-287.82
58.66,-287.82
58.76,-287.82
58.87,-287.54
58.97,-287.82
59.07,-287.82
59.17,-287.82
59.37,-287.82
59.47,-287.82
59.57,-287.82
59.67,-287.82
59.77,-287.82
59.88,-287.82
59.98,-287.82
60.08,-287.82
60.18,-287.82
60.28,-287.82
60.38,-287.54
60.48,-287.54
60.58,-286.42
60.78,-286.42
60.89,-286.14
60.99,-286.14
61.09,-286.14
61.19,-285.87
61.29,-286.42
61.39,-286.42
61.49,-286.14
61.59,-285.87
61.69,-285.87
61.79,-285.31
61.9,-285.03
62.1,-284.75
62.2,-284.75
62.3,-284.2
62.4,-283.92
62.5,-283.36
62.6,-283.36
62.7,-283.08
62.8,-283.36
62.91,-283.36
63.01,-283.08
63.11,-283.36
63.21,-283.08
63.41,-282.8
63.51,-282.53
63.61,-282.25
63.71,-281.97
63.81,-281.97
63.92,-281.97
64.02,-281.69
64.12,-280.58
64.22,-280.58
64.32,-280.86
64.42,-280.02
64.52,-280.58
64.72,-280.86
64.82,-280.3
64.93,-280.3
65.03,-280.3
65.13,-280.3
65.23,-279.74
65.33,-279.74
65.43,-280.02
65.53,-279.74
65.63,-279.19
65.73,-278.91
65.84,-278.91
66.04,-278.07
66.14,-277.79
66.24,-277.79
66.34,-277.79
66.44,-278.07
66.54,-278.07
66.64,-277.79
66.75,-278.07
66.84,-277.79
66.95,-277.79
67.05,-277.79
67.15,-277.24
67.25,-277.51
67.45,-276.96
67.55,-276.4
67.65,-275.84
67.75,-275.29
67.86,-275.01
67.96,-275.84
68.06,-275.57
68.16,-275.57
68.26,-275.57
68.36,-275.57
68.46,-275.29
68.56,-275.29
68.76,-274.73
68.87,-275.01
68.97,-274.73
69.07,-274.45
69.17,-274.17
69.27,-274.17
69.37,-273.34
69.47,-273.06
69.57,-273.06
69.67,-272.78
69.77,-273.06
69.88,-273.34
69.98,-273.34
70.18,-273.06
70.28,-273.34
70.38,-272.5
70.48,-272.78
70.58,-272.23
70.68,-272.78
70.79,-272.23
70.89,-271.95
70.99,-271.95
71.09,-271.67
71.19,-271.11
71.39,-271.11
71.49,-270.83
71.59,-270.83
71.69,-271.11
71.79,-271.11
71.9,-270.83
72.0,-270.83
72.1,-270.56
72.2,-270.83
72.3,-270.56
72.4,-270.56
72.5,-270.0
72.6,-270.28
72.81,-269.16
72.91,-269.44
73.01,-268.89
73.11,-268.61
73.21,-268.61
73.31,-268.05
73.41,-268.89
73.51,-269.16
73.61,-268.89
73.71,-268.61
73.82,-268.33
73.92,-268.61
74.12,-268.05
74.22,-268.33
74.32,-268.05
74.42,-267.77
74.52,-267.49
74.62,-266.94
74.72,-266.94
74.83,-266.38
74.93,-266.66
75.03,-266.94
75.13,-266.94
75.23,-266.94
75.33,-267.21
75.53,-266.66
75.63,-266.66
75.73,-266.38
75.84,-266.1
75.94,-265.82
76.04,-266.1
76.14,-266.1
76.24,-265.27
76.34,-264.99
76.44,-264.71
76.54,-264.43
76.64,-264.71
76.85,-264.99
76.95,-264.71
77.05,-265.27
77.15,-264.71
77.25,-264.71
77.35,-264.71
77.45,-264.43
77.55,-264.71
77.65,-264.15
77.75,-264.15
77.86,-263.6
77.96,-263.32
78.16,-263.32
78.26,-262.48
78.36,-262.76
78.46,-262.2
78.56,-263.04
78.66,-263.04
78.77,-263.32
78.87,-262.76
78.97,-262.76
79.07,-263.04
79.17,-262.76
79.27,-262.76
79.47,-262.2
79.57,-262.2
79.68,-261.65
79.77,-261.09
79.88,-261.09
79.98,-261.09
80.08,-261.09
80.18,-261.09
80.28,-261.09
80.38,-261.37
80.48,-261.65
80.58,-260.53
80.68,-261.37
80.89,-260.81
80.99,-260.53
81.09,-260.53
81.19,-260.53
81.29,-260.26
81.39,-259.7
81.49,-259.7
81.59,-259.14
81.69,-259.14
81.8,-259.42
81.9,-259.14
82.0,-259.14
82.2,-259.42
82.3,-259.42
82.4,-259.14
82.5,-259.42
82.61,-259.98
82.7,-259.14
82.81,-259.14
82.91,-259.14
83.01,-258.58
83.11,-258.31
83.21,-257.75
83.31,-257.47
83.51,-257.47
83.61,-257.75
83.72,-257.47
83.82,-257.47
83.92,-257.75
84.02,-257.75
84.12,-257.75
84.22,-257.47
84.32,-257.47
84.42,-257.47
84.52,-257.47
84.62,-257.19
84.83,-256.64
84.93,-256.08
85.03,-255.8
85.13,-256.08
85.23,-255.8
85.33,-256.08
85.43,-255.8
85.53,-256.36
85.63,-256.36
85.74,-256.08
85.84,-255.8
85.94,-255.8
86.04,-255.8
86.24,-255.52
86.34,-255.52
86.44,-255.24
86.54,-254.69
86.64,-254.97
86.75,-254.41
86.85,-254.13
86.95,-253.85
87.05,-254.13
87.15,-254.41
87.25,-254.69
87.35,-254.41
87.55,-254.69
87.65,-254.13
87.76,-254.13
87.86,-254.13
87.96,-254.13
88.06,-254.13
88.16,-253.57
88.26,-253.3
88.36,-253.02
88.46,-252.46
88.56,-252.46
88.67,-252.46
88.87,-252.74
88.97,-252.74
89.07,-253.02
89.17,-253.02
89.27,-252.74
89.37,-253.02
89.47,-252.74
89.57,-252.74
89.68,-252.46
89.78,-252.18
89.88,-252.18
89.98,-251.9
90.08,-251.07
90.28,-251.35
90.38,-251.07
90.48,-251.07
90.58,-251.07
90.69,-251.9
90.79,-251.35
90.89,-251.35
90.99,-251.63
91.09,-251.07
91.19,-251.35
91.29,-250.79
91.39,-251.07
91.59,-250.51
91.7,-250.23
91.8,-249.96
91.9,-249.68
92.0,-249.4
92.1,-249.4
92.2,-249.96
92.3,-249.68
92.4,-249.68
92.5,-249.96
92.61,-249.96
92.7,-249.68
92.91,-249.68
93.01,-249.68
93.11,-249.4
93.21,-249.4
93.31,-249.4
93.41,-249.12
93.51,-248.28
93.61,-248.28
93.72,-248.56
93.82,-247.73
93.92,-248.28
94.02,-248.28
94.22,-248.28
94.32,-248.56
94.42,-248.56
94.52,-248.56
94.62,-248.28
94.73,-248.01
94.83,-248.01
94.93,-248.01
95.03,-247.17
95.13,-247.45
95.23,-247.17
95.33,-246.61
95.43,-246.61
95.63,-246.89
95.74,-246.89
95.84,-246.89
95.94,-247.45
96.04,-246.89
96.14,-246.89
96.24,-246.89
96.34,-246.61
96.44,-246.61
96.54,-246.34
96.65,-246.61
96.75,-246.34
96.95,-245.78
97.05,-245.22
97.15,-244.94
97.25,-245.5
97.35,-245.5
97.45,-245.5
97.55,-245.78
97.65,-245.5
97.76,-245.5
97.86,-246.06
97.96,-245.5
98.06,-244.94
98.26,-245.5
98.36,-244.94
98.46,-244.94
98.56,-244.67
98.67,-244.11
98.77,-244.11
98.87,-243.83
98.97,-244.11
99.07,-244.11
99.17,-244.11
99.27,-244.39
99.37,-244.11
99.47,-244.39
99.68,-243.83
99.78,-244.11
99.88,-243.83
99.98,-243.83
100.08,-243.55
100.18,-243.55
100.28,-243.0
100.38,-242.44
100.48,-242.72
100.58,-242.72
100.69,-242.44
100.79,-242.44
100.99,-243.0
101.09,-243.0
101.19,-243.0
101.29,-243.0
101.39,-242.44
101.49,-242.44
101.6,-242.44
101.7,-242.16
101.8,-242.16
101.9,-242.16
102.0,-241.33
102.1,-241.33
102.2,-241.33
102.4,-241.05
102.5,-241.6
102.61,-241.88
102.71,-241.05
102.81,-241.6
102.91,-241.6
103.01,-241.6
103.11,-241.6
103.21,-241.33
103.31,-241.33
103.41,-241.05
103.62,-240.49
103.72,-240.21
103.82,-239.93
103.92,-240.21
104.02,-239.93
104.12,-240.21
104.22,-240.49
104.32,-240.49
104.43,-240.49
104.53,-240.21
104.63,-240.49
104.83,-240.21
104.93,-239.93
105.03,-239.65
105.13,-239.1
105.23,-239.38
105.33,-238.82
105.44,-238.54
105.54,-239.1
105.64,-238.82
105.74,-239.1
105.84,-239.1
105.94,-239.38
106.14,-239.1
106.25,-238.82
106.34,-238.82
106.45,-238.82
106.55,-238.82
106.65,-238.82
106.75,-238.54
106.85,-238.26
106.95,-237.71
107.05,-237.71
107.15,-237.71
107.25,-237.43
107.36,-237.98
107.56,-238.26
107.66,-237.43
107.76,-238.26
107.86,-237.71
107.96,-237.71
108.06,-237.43
108.16,-237.98
108.27,-237.43
108.37,-237.43
108.47,-237.15
108.57,-236.59
108.67,-236.59
108.87,-236.31
108.97,-236.59
109.07,-236.87
109.18,-237.15
109.28,-236.59
109.38,-236.87
109.48,-236.87
109.58,-236.31
109.68,-236.31
109.78,-236.59
109.88,-236.04
109.98,-236.31
110.08,-236.04
110.29,-235.2
110.39,-234.92
110.49,-235.48
110.59,-235.2
110.69,-235.48
110.79,-236.31
110.89,-236.04
110.99,-235.48
111.09,-235.48
111.2,-235.48
111.3,-235.48
111.4,-235.2
111.6,-235.2
111.7,-234.92
111.8,-234.92
111.9,-234.09
112.0,-234.37
112.11,-234.37
112.21,-234.09
112.31,-234.09
112.41,-234.92
112.51,-234.09
112.61,-234.37
112.71,-234.92
112.91,-234.09
113.01,-234.37
113.12,-234.37
113.22,-233.81
113.32,-233.53
113.42,-233.81
113.52,-233.25
113.62,-233.25
113.72,-232.97
113.82,-233.25
113.93,-233.25
114.03,-233.25
114.23,-233.53
114.33,-233.25
114.43,-233.53
114.53,-233.25
114.63,-233.25
114.73,-233.53
114.83,-232.7
114.93,-232.97
115.04,-232.42
115.14,-232.14
115.24,-232.14
115.34,-231.86
115.44,-232.14
115.64,-231.86
115.74,-232.14
115.85,-232.14
115.95,-232.14
116.05,-232.42
116.15,-232.14
116.25,-232.14
116.35,-232.42
116.45,-231.86
116.55,-232.14
116.65,-231.3
116.75,-231.3
116.96,-231.3
117.06,-230.75
117.16,-231.03
117.26,-230.75
117.36,-231.03
117.46,-231.3
117.56,-231.03
117.66,-231.3
117.77,-231.3
117.87,-230.75
117.97,-231.3
118.17,-230.75
118.27,-230.75
118.37,-229.91
118.47,-229.91
118.57,-229.91
118.68,-229.91
118.78,-229.63
118.88,-229.91
118.98,-229.91
119.08,-230.47
119.18,-229.91
119.28,-230.19
119.48,-229.91
119.58,-229.63
119.69,-229.91
119.79,-229.91
119.89,-229.63
119.99,-229.08
120.09,-229.35
120.19,-229.08
120.29,-229.08
120.39,-228.8
120.49,-228.8
120.59,-229.35
120.8,-229.35
120.9,-229.08
121.0,-229.35
121.1,-229.08
121.2,-228.8
121.3,-228.8
121.4,-228.52
121.5,-228.8
121.61,-228.8
121.71,-228.52
121.81,-228.24
121.91,-227.68
122.01,-227.68
122.21,-227.68
122.31,-227.96
122.41,-228.24
122.51,-228.24
122.62,-228.24
122.72,-227.96
122.82,-227.96
122.92,-227.68
123.02,-227.68
123.12,-227.68
123.22,-227.68
123.32,-227.41
123.53,-227.13
123.63,-226.57
123.73,-226.57
123.83,-227.13
123.93,-226.57
124.03,-226.57
124.13,-227.41
124.23,-227.41
124.33,-227.68
124.43,-226.85
124.64,-226.85
124.74,-226.29
124.84,-226.57
124.94,-226.57
125.04,-226.29
125.14,-226.29
125.24,-225.74
125.34,-225.46
125.45,-225.46
125.55,-226.01
125.65,-226.01
125.75,-225.74
125.95,-225.74
126.05,-226.29
126.15,-226.01
126.25,-226.01
126.36,-226.01
126.46,-225.74
126.56,-226.01
126.66,-225.46
126.76,-225.18
126.86,-224.9
126.96,-224.62
127.16,-224.9
127.26,-224.9
127.37,-224.9
127.47,-225.18
127.57,-225.18
127.67,-224.9
127.77,-224.9
127.87,-224.62
127.97,-224.9
128.07,-224.9
128.18,-224.62
128.28,-224.62
128.38,-224.34
128.58,-223.51
128.68,-223.79
128.78,-224.07
128.88,-224.07
128.98,-223.79
129.08,-224.07
129.19,-223.79
129.29,-224.07
129.39,-224.07
129.49,-224.07
129.59,-223.79
129.69,-223.79
129.89,-223.51
129.99,-223.51
130.1,-223.51
130.2,-222.95
130.3,-222.67
130.4,-222.95
130.5,-222.95
130.6,-222.67
130.7,-223.23
130.8,-223.51
130.9,-222.67
131.0,-222.95
131.21,-222.95
131.31,-222.67
131.41,-222.95
131.51,-222.67
131.61,-222.67
131.71,-222.4
131.81,-222.12
131.91,-221.84
132.02,-221.56
132.12,-222.4
132.22,-222.12
132.32,-222.12
132.42,-222.4
132.62,-221.84
132.72,-221.84
132.82,-222.12
132.92,-221.84
133.02,-222.12
133.13,-221.56
133.23,-221.84
133.33,-221.56
133.43,-221.56
133.53,-221.0
133.63,-221.0
133.73,-221.28
133.94,-221.0
134.04,-221.28
134.14,-221.28
134.24,-221.0
134.34,-221.56
134.44,-221.28
134.54,-221.28
134.64,-221.0
134.74,-220.72
134.84,-221.0
134.95,-220.72
135.05,-221.0
135.25,-219.61
135.35,-220.17
135.45,-220.17
135.55,-219.89
135.65,-219.89
135.75,-220.45
135.86,-220.45
135.96,-220.72
136.06,-220.45
136.16,-220.17
136.26,-220.17
136.36,-220.72
136.46,-220.17
136.66,-219.89
136.77,-219.61
136.87,-219.33
136.97,-219.05
137.07,-219.61
137.17,-219.05
137.27,-219.33
137.37,-219.89
137.47,-219.61
137.57,-219.05
137.67,-219.61
137.77,-219.33
137.98,-218.78
138.08,-219.33
138.18,-219.05
138.28,-218.78
138.38,-218.5
138.48,-218.22
138.58,-218.22
138.69,-217.94
138.79,-218.22
138.89,-218.5
138.99,-217.94
139.09,-218.5
139.19,-218.5
139.39,-218.5
139.49,-218.22
139.59,-218.5
139.7,-218.22
139.8,-218.22
139.9,-217.94
140.0,-217.94
140.1,-217.38
140.2,-217.11
140.3,-217.66
140.4,-217.38
140.61,-217.38
140.71,-217.66
140.81,-217.66
140.91,-217.66
141.01,-217.66
141.11,-217.66
141.21,-217.66
141.31,-217.38
141.41,-217.66
141.51,-217.38
141.62,-217.38
141.72,-216.55
141.82,-216.27
142.02,-216.55
142.12,-216.55
142.22,-216.55
142.32,-216.83
142.42,-216.55
142.52,-216.83
142.63,-216.83
142.73,-217.11
142.83,-216.55
142.93,-216.55
143.03,-216.55
143.13,-216.55
143.33,-216.55
143.43,-215.99
143.54,-215.71
143.64,-215.71
143.74,-215.44
143.84,-215.71
143.94,-215.71
144.04,-215.71
144.14,-216.27
144.24,-215.99
144.34,-215.99
144.45,-215.71
144.55,-215.71
144.75,-215.71
144.85,-215.71
144.95,-215.71
145.05,-215.44
145.15,-214.6
145.25,-214.6
145.35,-214.6
145.46,-214.6
145.56,-214.6
145.66,-214.6
145.76,-215.16
145.86,-215.16
146.06,-214.88
146.16,-215.16
146.27,-214.88
146.37,-214.88
146.47,-214.88
146.57,-215.16
146.67,-214.6
146.77,-214.32
146.87,-214.04
146.97,-214.04
147.07,-213.77
147.17,-213.77
147.27,-214.04
147.48,-214.88
147.58,-214.6
147.68,-214.04
147.78,-214.04
147.88,-214.04
147.98,-214.04
148.08,-214.04
148.19,-214.32
148.29,-214.04
148.39,-213.49
148.49,-213.21
148.69,-212.93
148.79,-212.93
148.89,-213.21
148.99,-213.49
149.09,-213.21
149.2,-213.49
149.3,-213.77
149.4,-213.77
149.5,-213.21
149.6,-213.49
149.7,-213.49
149.8,-213.21
149.9,-213.21
150.11,-212.65
150.21,-212.37
150.31,-212.1
150.41,-212.37
150.51,-212.37
150.61,-212.65
150.71,-212.93
150.81,-212.93
150.91,-212.37
151.01,-212.37
151.12,-212.37
151.22,-212.65
151.42,-212.37
151.52,-212.37
151.62,-212.1
151.72,-212.1
151.82,-211.82
151.92,-211.82
152.02,-211.54
152.13,-211.54
152.23,-211.54
152.33,-211.54
152.43,-211.82
152.53,-211.82
152.63,-211.54
152.83,-212.1
152.93,-211.54
153.04,-211.54
153.14,-211.54
153.24,-211.54
153.34,-211.26
153.44,-211.54
153.54,-210.98
153.64,-210.98
153.74,-210.7
153.84,-210.42
153.95,-210.98
154.15,-210.98
154.25,-210.98
154.35,-210.98
154.45,-210.98
154.55,-210.98
154.65,-210.7
154.75,-210.7
154.85,-210.7
154.96,-210.7
155.06,-210.42
155.16,-210.42
155.26,-210.15
155.36,-209.31
155.56,-209.87
155.66,-210.15
155.76,-210.15
155.87,-209.87
155.97,-210.42
156.07,-210.42
156.17,-209.87
156.27,-209.59
156.37,-210.15
156.47,-209.87
156.57,-209.87
156.67,-209.59
156.88,-209.31
156.98,-209.03
157.08,-209.31
157.18,-209.31
157.28,-209.03
157.38,-209.03
157.48,-209.31
157.58,-209.59
157.68,-209.59
157.79,-209.59
157.89,-209.31
157.99,-209.31
158.19,-209.31
158.29,-209.03
158.39,-209.31
158.49,-208.75
158.59,-208.48
158.7,-208.48
158.8,-208.2
158.9,-208.48
159.0,-208.48
159.1,-208.2
159.2,-208.2
159.3,-208.75
159.4,-208.75
159.6,-208.75
159.71,-208.48
159.81,-208.2
159.91,-208.2
160.01,-207.92
160.11,-208.2
160.21,-208.2
160.31,-207.64
160.41,-207.36
160.51,-207.36
160.62,-206.81
160.72,-207.36
160.92,-207.64
161.02,-207.92
161.12,-207.92
161.22,-207.64
161.32,-207.92
161.42,-207.64
161.52,-207.64
161.63,-207.36
161.73,-207.64
161.83,-207.64
161.93,-207.08
162.03,-207.08
162.23,-206.81
162.33,-206.53
162.43,-206.81
162.54,-206.81
162.64,-207.08
162.74,-207.08
162.84,-206.81
162.94,-207.08
163.04,-207.36
163.14,-207.08
163.24,-206.81
163.34,-207.36
163.44,-206.81
163.65,-206.53
163.75,-205.97
163.85,-205.69
163.95,-205.97
164.05,-205.69
164.15,-205.69
164.25,-206.25
164.35,-206.25
164.46,-206.25
164.56,-206.25
164.66,-206.25
164.76,-205.97
164.96,-206.25
165.06,-205.69
165.16,-205.97
165.26,-205.69
165.36,-205.41
165.47,-205.14
165.57,-205.41
165.67,-205.41
165.77,-205.14
165.87,-205.41
165.97,-205.69
166.07,-205.41
166.27,-205.14
166.38,-205.41
166.48,-205.69
166.58,-205.41
166.68,-205.14
166.78,-204.86
166.88,-205.14
166.98,-204.86
167.08,-204.58
167.18,-204.3
167.28,-204.3
167.39,-204.3
167.49,-204.3
167.69,-204.58
167.79,-204.58
167.89,-204.86
167.99,-204.86
168.09,-204.58
168.2,-204.58
168.3,-204.3
168.4,-204.3
168.5,-204.58
168.6,-204.3
168.7,-203.74
168.8,-203.74
169.0,-203.74
169.1,-203.47
169.2,-203.74
169.31,-204.02
169.41,-204.02
169.51,-204.02
169.61,-204.02
